objective,graph
4.003,v 0 C v 1 S v 2 O v 3 O v 4 N v 5 C v 6 C v 7 O v 8 N v 9 C v 10 C v 11 C v 12 C v 13 I v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 Cl v 21 C v 22 Cl v 23 C v 24 H v 25 H v 26 H v 27 H v 28 H v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H e 0 1 - e 0 24 - e 0 25 - e 0 26 - e 1 2 = e 1 3 = e 1 4 - e 4 5 - e 4 16 - e 5 6 - e 5 27 - e 5 28 - e 6 7 = e 6 8 - e 8 9 - e 8 29 - e 9 10 : e 9 15 : e 10 11 : e 10 30 - e 11 12 : e 11 31 - e 12 13 - e 12 14 : e 14 15 : e 14 32 - e 15 33 - e 16 17 : e 16 23 : e 17 18 : e 17 34 - e 18 19 : e 18 35 - e 19 20 - e 19 21 : e 21 22 - e 21 23 : e 23 36 -
4.159,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 O v 10 N v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 N v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 O v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 2 3 : e 2 33 : e 3 4 : e 3 37 - e 4 5 : e 4 38 - e 5 6 - e 5 32 : e 6 7 - e 6 39 - e 6 40 - e 7 8 - e 7 30 - e 8 9 = e 8 10 - e 10 11 - e 10 15 - e 11 12 - e 11 41 - e 11 42 - e 12 13 - e 12 14 - e 12 43 - e 13 44 - e 13 45 - e 13 46 - e 14 47 - e 14 48 - e 14 49 - e 15 16 - e 15 29 - e 15 30 - e 16 17 - e 16 50 - e 16 51 - e 17 18 - e 17 52 - e 17 53 - e 18 19 - e 18 28 - e 19 20 - e 19 54 - e 19 55 - e 20 21 : e 20 27 : e 21 22 : e 21 56 - e 22 23 : e 22 57 - e 23 24 : e 23 58 - e 24 25 - e 24 27 : e 25 26 - e 26 59 - e 26 60 - e 26 61 - e 27 62 - e 28 29 - e 28 63 - e 28 64 - e 29 65 - e 29 66 - e 30 31 = e 32 33 : e 32 67 - e 33 68 -
4.427,v 0 N v 1 S v 2 O v 3 O v 4 C v 5 C v 6 C v 7 C v 8 N v 9 C v 10 S v 11 N v 12 C v 13 O v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 Cl v 25 C v 26 C v 27 Cl v 28 O v 29 C v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H e 0 1 - e 0 31 - e 0 32 - e 1 2 = e 1 3 = e 1 4 - e 4 5 : e 4 30 : e 5 6 : e 5 33 - e 6 7 : e 6 34 - e 7 8 - e 7 29 : e 8 9 - e 8 35 - e 9 10 = e 9 11 - e 11 12 - e 11 36 - e 12 13 = e 12 14 - e 14 15 = e 14 37 - e 15 16 - e 15 38 - e 16 17 : e 16 28 : e 17 18 : e 17 39 - e 18 19 : e 18 40 - e 19 20 - e 19 28 : e 20 21 : e 20 26 : e 21 22 : e 21 41 - e 22 23 : e 22 42 - e 23 24 - e 23 25 : e 25 26 : e 25 43 - e 26 27 - e 29 30 : e 29 44 - e 30 45 -
4.064,v 0 C v 1 C v 2 O v 3 C v 4 C v 5 C v 6 C v 7 S v 8 O v 9 O v 10 N v 11 C v 12 C v 13 C v 14 C v 15 C v 16 O v 17 O v 18 C v 19 C v 20 C v 21 C v 22 C v 23 N v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 F v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 1 36 - e 1 37 - e 2 3 - e 3 4 : e 3 22 : e 4 5 : e 4 38 - e 5 6 : e 5 39 - e 6 7 - e 6 21 : e 7 8 = e 7 9 = e 7 10 - e 10 11 - e 10 40 - e 11 12 : e 11 20 : e 12 13 : e 12 41 - e 13 14 : e 13 42 - e 14 15 - e 14 19 : e 15 16 = e 15 17 - e 17 18 - e 18 43 - e 18 44 - e 18 45 - e 19 20 : e 19 46 - e 20 47 - e 21 22 : e 21 48 - e 22 23 - e 23 24 - e 23 49 - e 24 25 = e 24 26 - e 26 27 : e 26 31 : e 27 28 : e 27 50 - e 28 29 : e 28 51 - e 29 30 : e 29 52 - e 30 31 : e 30 53 - e 31 32 -
4.103,v 0 C v 1 O v 2 C v 3 O v 4 C v 5 C v 6 O v 7 N v 8 C v 9 S v 10 C v 11 C v 12 O v 13 N v 14 C v 15 C v 16 C v 17 Cl v 18 C v 19 C v 20 Cl v 21 C v 22 C v 23 C v 24 N v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 2 3 = e 2 4 - e 4 5 - e 4 25 - e 4 35 - e 5 6 = e 5 7 - e 7 8 - e 7 36 - e 8 9 - e 8 22 = e 9 10 - e 10 11 - e 10 37 - e 10 38 - e 11 12 = e 11 13 - e 13 14 - e 13 39 - e 14 15 : e 14 21 : e 15 16 : e 15 40 - e 16 17 - e 16 18 : e 18 19 : e 18 41 - e 19 20 - e 19 21 : e 21 42 - e 22 23 - e 22 25 - e 23 24 # e 25 26 - e 25 43 - e 26 27 : e 26 31 : e 27 28 : e 27 44 - e 28 29 : e 28 45 - e 29 30 : e 29 46 - e 30 31 : e 30 47 - e 31 48 -
4.245,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 O v 10 N v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 O v 20 C v 21 C v 22 O v 23 N v 24 C v 25 C v 26 C v 27 C v 28 F v 29 C v 30 C v 31 C v 32 O v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 : e 1 33 : e 2 3 : e 2 37 - e 3 4 : e 3 38 - e 4 5 : e 4 39 - e 5 6 - e 5 33 : e 6 7 - e 6 40 - e 6 41 - e 7 8 : e 7 31 : e 8 9 = e 8 10 : e 10 11 : e 10 42 - e 11 12 = e 11 31 : e 12 13 - e 12 43 - e 13 14 : e 13 18 : e 14 15 : e 14 44 - e 15 16 : e 15 45 - e 16 17 : e 16 46 - e 17 18 : e 17 47 - e 18 19 - e 19 20 - e 20 21 - e 20 48 - e 20 49 - e 21 22 = e 21 23 - e 23 24 - e 23 50 - e 24 25 : e 24 30 : e 25 26 : e 25 51 - e 26 27 : e 26 52 - e 27 28 - e 27 29 : e 29 30 : e 29 53 - e 30 54 - e 31 32 = e 33 55 -
4.961,v 0 C v 1 C v 2 C v 3 C v 4 O v 5 C v 6 C v 7 C v 8 C v 9 C v 10 N v 11 C v 12 C v 13 C v 14 N v 15 C v 16 S v 17 C v 18 C v 19 O v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 O v 29 O v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 1 36 - e 1 37 - e 2 3 - e 2 38 - e 2 39 - e 3 4 - e 3 40 - e 3 41 - e 4 5 - e 5 6 : e 5 32 : e 6 7 : e 6 42 - e 7 8 : e 7 43 - e 8 9 - e 8 31 : e 9 10 = e 9 15 - e 10 11 - e 11 12 - e 11 13 - e 11 14 - e 12 44 - e 12 45 - e 12 46 - e 13 47 - e 13 48 - e 13 49 - e 14 15 = e 15 16 - e 16 17 - e 17 18 - e 17 50 - e 17 51 - e 18 19 = e 18 20 - e 20 21 - e 20 52 - e 21 22 : e 21 26 : e 22 23 : e 22 53 - e 23 24 : e 23 54 - e 24 25 : e 24 55 - e 25 26 : e 25 56 - e 26 27 - e 27 28 = e 27 29 - e 29 30 - e 30 57 - e 30 58 - e 30 59 - e 31 32 : e 31 60 - e 32 61 -
4.529,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 S v 8 C v 9 C v 10 C v 11 N v 12 C v 13 N v 14 N v 15 C v 16 N v 17 N v 18 C v 19 S v 20 C v 21 C v 22 C v 23 C v 24 C v 25 O v 26 C v 27 C v 28 C v 29 N v 30 C v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 35 - e 1 36 - e 2 3 - e 2 4 - e 2 31 - e 3 37 - e 3 38 - e 3 39 - e 4 5 - e 4 40 - e 4 41 - e 5 6 : e 5 9 : e 6 7 : e 6 30 - e 7 8 : e 7 42 - e 8 9 : e 8 29 : e 9 10 : e 10 11 - e 10 14 : e 11 12 - e 12 13 - e 12 43 - e 13 14 - e 14 15 : e 15 16 - e 15 29 : e 16 17 - e 17 18 - e 18 19 - e 18 29 - e 19 20 - e 20 21 - e 20 44 - e 20 45 - e 21 22 : e 21 28 : e 22 23 : e 22 46 - e 23 24 : e 23 47 - e 24 25 - e 24 27 : e 25 26 - e 26 48 - e 26 49 - e 26 50 - e 27 28 : e 27 51 - e 28 52 - e 30 31 - e 30 53 - e 30 54 -
4.727,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 S v 6 O v 7 O v 8 N v 9 C v 10 C v 11 N v 12 C v 13 O v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 N v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 S v 29 C v 30 C v 31 C v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 : e 1 33 : e 2 3 : e 2 37 - e 3 4 : e 3 38 - e 4 5 - e 4 31 : e 5 6 = e 5 7 = e 5 8 - e 8 9 - e 8 30 - e 9 10 - e 9 39 - e 9 40 - e 10 11 - e 10 41 - e 10 42 - e 11 12 - e 11 29 - e 12 13 = e 12 14 - e 14 15 : e 14 19 : e 15 16 : e 15 43 - e 16 17 : e 16 44 - e 17 18 : e 17 45 - e 18 19 : e 18 46 - e 19 20 - e 20 21 : e 20 28 : e 21 22 : e 22 23 : e 22 27 : e 23 24 : e 23 47 - e 24 25 : e 24 48 - e 25 26 : e 25 49 - e 26 27 : e 26 50 - e 27 28 : e 28 51 - e 29 30 - e 29 52 - e 29 53 - e 30 54 - e 30 55 - e 31 32 - e 31 33 : e 32 56 - e 32 57 - e 32 58 - e 33 59 -
4.552,v 0 O v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 F v 10 C v 11 C v 12 C v 13 C v 14 C v 15 N v 16 C v 17 C v 18 Cl v 19 C v 20 O v 21 N v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 O v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 = e 1 2 - e 1 10 - e 2 3 - e 2 33 - e 3 4 : e 3 8 : e 4 5 : e 4 34 - e 5 6 : e 5 35 - e 6 7 : e 6 36 - e 7 8 : e 7 37 - e 8 9 - e 10 11 : e 10 32 : e 11 12 : e 11 38 - e 12 13 : e 12 39 - e 13 14 : e 13 40 - e 14 15 - e 14 32 : e 15 16 - e 15 41 - e 16 17 = e 16 30 - e 17 18 - e 17 19 - e 19 20 = e 19 21 - e 21 22 - e 21 30 - e 22 23 - e 22 42 - e 22 43 - e 23 24 - e 23 44 - e 23 45 - e 24 25 : e 24 29 : e 25 26 : e 25 46 - e 26 27 : e 26 47 - e 27 28 : e 27 48 - e 28 29 : e 28 49 - e 29 50 - e 30 31 = e 32 51 -
4.659,v 0 C v 1 C v 2 C v 3 C v 4 O v 5 O v 6 C v 7 C v 8 O v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 Cl v 23 O v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 O v 33 N v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 = e 1 33 - e 2 3 - e 2 15 - e 3 4 = e 3 5 - e 5 6 - e 6 7 - e 6 37 - e 6 38 - e 7 8 - e 7 39 - e 7 40 - e 8 9 - e 9 10 : e 9 14 : e 10 11 : e 10 41 - e 11 12 : e 11 42 - e 12 13 : e 12 43 - e 13 14 : e 13 44 - e 14 45 - e 15 16 - e 15 26 - e 15 46 - e 16 17 : e 16 21 : e 17 18 : e 17 47 - e 18 19 : e 18 25 - e 19 20 : e 19 23 - e 20 21 : e 20 48 - e 21 22 - e 23 24 - e 24 25 - e 24 49 - e 24 50 - e 26 27 = e 26 31 - e 27 28 - e 27 33 - e 28 29 - e 28 51 - e 28 52 - e 29 30 - e 29 53 - e 29 54 - e 30 31 - e 30 55 - e 30 56 - e 31 32 = e 33 57 -
4.681,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 S v 9 C v 10 N v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 N v 18 C v 19 O v 20 C v 21 C v 22 O v 23 C v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 N v 33 O v 34 O v 35 C v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H e 0 1 = e 0 36 - e 0 37 - e 1 2 - e 1 38 - e 2 3 - e 2 39 - e 2 40 - e 3 4 : e 3 24 : e 4 5 : e 4 41 - e 5 6 - e 5 20 : e 6 7 = e 6 42 - e 7 8 : e 7 18 : e 8 9 : e 8 43 - e 9 10 - e 9 17 : e 10 11 - e 11 12 : e 11 16 : e 12 13 : e 12 44 - e 13 14 : e 13 45 - e 14 15 : e 14 46 - e 15 16 : e 15 47 - e 16 17 : e 17 18 : e 18 19 = e 20 21 : e 20 48 - e 21 22 - e 21 24 : e 22 23 - e 23 49 - e 23 50 - e 23 51 - e 24 25 - e 25 26 - e 26 27 - e 26 52 - e 26 53 - e 27 28 : e 27 35 : e 28 29 : e 28 54 - e 29 30 : e 29 55 - e 30 31 : e 30 56 - e 31 32 - e 31 35 : e 32 33 = e 32 34 - e 35 57 -
4.556,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 N v 7 O v 8 O v 9 C v 10 C v 11 N v 12 C v 13 O v 14 C v 15 O v 16 C v 17 O v 18 C v 19 C v 20 C v 21 C v 22 N v 23 C v 24 N v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 F v 32 F v 33 F v 34 C v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 - e 2 3 : e 2 10 : e 3 4 : e 3 38 - e 4 5 : e 4 39 - e 5 6 - e 5 9 : e 6 7 = e 6 8 - e 9 10 : e 9 40 - e 10 11 - e 11 12 - e 11 41 - e 12 13 = e 12 14 - e 14 15 - e 14 42 - e 14 43 - e 15 16 - e 16 17 = e 16 18 - e 18 19 : e 18 23 : e 19 20 : e 19 44 - e 20 21 : e 20 45 - e 21 22 : e 21 46 - e 22 23 : e 23 24 - e 24 25 - e 24 47 - e 25 26 : e 25 34 : e 26 27 : e 26 48 - e 27 28 : e 27 49 - e 28 29 : e 28 50 - e 29 30 - e 29 34 : e 30 31 - e 30 32 - e 30 33 - e 34 51 -
4.51,v 0 C v 1 C v 2 O v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 N v 17 S v 18 C v 19 O v 20 O v 21 C v 22 C v 23 N v 24 N v 25 C v 26 O v 27 C v 28 C v 29 C v 30 C v 31 S v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 35 - e 1 36 - e 2 3 - e 3 4 : e 3 8 : e 4 5 : e 4 37 - e 5 6 : e 5 38 - e 6 7 : e 6 39 - e 7 8 : e 7 40 - e 8 9 - e 9 10 - e 9 24 - e 9 41 - e 10 11 - e 10 42 - e 10 43 - e 11 12 - e 11 23 = e 12 13 : e 12 22 : e 13 14 : e 13 44 - e 14 15 : e 14 45 - e 15 16 - e 15 21 : e 16 17 - e 16 46 - e 17 18 - e 17 19 = e 17 20 = e 18 47 - e 18 48 - e 18 49 - e 21 22 : e 21 50 - e 22 51 - e 23 24 - e 24 25 - e 25 26 = e 25 27 - e 27 28 : e 27 31 : e 28 29 : e 28 52 - e 29 30 : e 29 53 - e 30 31 : e 30 54 - e 31 55 -
4.811,v 0 O v 1 N v 2 O v 3 C v 4 C v 5 C v 6 C v 7 N v 8 N v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 S v 20 O v 21 O v 22 N v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 Cl v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H e 0 1 = e 1 2 - e 1 3 - e 3 4 : e 3 30 : e 4 5 : e 4 31 - e 5 6 : e 5 32 - e 6 7 - e 6 18 : e 7 8 - e 7 33 - e 8 9 = e 9 10 - e 9 17 - e 10 11 - e 10 34 - e 10 35 - e 11 12 - e 11 36 - e 11 37 - e 12 13 : e 12 17 : e 13 14 : e 13 38 - e 14 15 : e 14 39 - e 15 16 : e 15 40 - e 16 17 : e 16 41 - e 18 19 - e 18 30 : e 19 20 = e 19 21 = e 19 22 - e 22 23 - e 22 42 - e 23 24 : e 23 28 : e 24 25 : e 24 43 - e 25 26 : e 25 44 - e 26 27 : e 26 45 - e 27 28 : e 27 46 - e 28 29 - e 30 47 -
4.6,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 F v 10 F v 11 N v 12 N v 13 C v 14 C v 15 C v 16 O v 17 N v 18 C v 19 C v 20 N v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 N v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 : e 1 33 : e 2 3 : e 2 37 - e 3 4 : e 3 38 - e 4 5 - e 4 32 : e 5 6 : e 5 31 : e 6 7 : e 6 39 - e 7 8 - e 7 11 : e 8 9 - e 8 10 - e 8 40 - e 11 12 - e 11 30 : e 12 13 - e 13 14 - e 13 41 - e 14 15 - e 14 30 - e 15 16 = e 15 17 - e 17 18 - e 17 29 - e 18 19 - e 18 42 - e 18 43 - e 19 20 - e 19 44 - e 19 45 - e 20 21 - e 20 28 - e 21 22 - e 21 46 - e 21 47 - e 22 23 : e 22 27 : e 23 24 : e 23 48 - e 24 25 : e 24 49 - e 25 26 : e 25 50 - e 26 27 : e 26 51 - e 27 52 - e 28 29 - e 28 53 - e 28 54 - e 29 55 - e 29 56 - e 30 31 : e 32 33 : e 32 57 - e 33 58 -
4.646,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 O v 10 C v 11 O v 12 C v 13 C v 14 C v 15 C v 16 Cl v 17 C v 18 C v 19 C v 20 N v 21 N v 22 C v 23 O v 24 C v 25 C v 26 C v 27 C v 28 C v 29 N v 30 O v 31 O v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 : e 1 33 : e 2 3 : e 2 37 - e 3 4 : e 3 38 - e 4 5 - e 4 6 : e 5 39 - e 5 40 - e 5 41 - e 6 7 - e 6 33 : e 7 8 - e 7 42 - e 8 9 = e 8 10 - e 10 11 - e 10 43 - e 10 44 - e 11 12 - e 12 13 : e 12 18 : e 13 14 : e 13 45 - e 14 15 : e 14 46 - e 15 16 - e 15 17 : e 17 18 : e 17 47 - e 18 19 - e 19 20 = e 19 48 - e 20 21 - e 21 22 - e 21 49 - e 22 23 = e 22 24 - e 24 25 : e 24 32 : e 25 26 : e 25 50 - e 26 27 : e 26 51 - e 27 28 : e 27 52 - e 28 29 - e 28 32 : e 29 30 = e 29 31 - e 32 53 - e 33 54 -
4.71,v 0 O v 1 C v 2 O v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 O v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 N v 17 C v 18 O v 19 N v 20 C v 21 C v 22 C v 23 C v 24 C v 25 Cl v 26 C v 27 C v 28 C v 29 O v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H e 0 1 = e 1 2 - e 1 3 - e 2 33 - e 3 4 : e 3 32 : e 4 5 : e 4 34 - e 5 6 : e 5 35 - e 6 7 : e 6 36 - e 7 8 - e 7 32 : e 8 9 - e 8 37 - e 8 38 - e 9 10 - e 10 11 : e 10 31 : e 11 12 : e 11 39 - e 12 13 : e 12 40 - e 13 14 - e 13 30 : e 14 15 = e 14 41 - e 15 16 : e 15 28 : e 16 17 : e 16 42 - e 17 18 = e 17 19 : e 19 20 - e 19 28 : e 20 21 - e 20 43 - e 20 44 - e 21 22 : e 21 27 : e 22 23 : e 22 45 - e 23 24 : e 23 46 - e 24 25 - e 24 26 : e 26 27 : e 26 47 - e 27 48 - e 28 29 = e 30 31 : e 30 49 - e 31 50 - e 32 51 -
4.842,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 N v 9 C v 10 O v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 O v 20 C v 21 C v 22 O v 23 C v 24 C v 25 C v 26 O v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 C v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H e 0 1 = e 0 35 - e 0 36 - e 1 2 - e 1 37 - e 2 3 - e 2 38 - e 2 39 - e 3 4 : e 3 25 : e 4 5 : e 4 40 - e 5 6 - e 5 20 : e 6 7 = e 6 41 - e 7 8 - e 8 9 - e 8 18 - e 9 10 = e 9 11 - e 11 12 - e 11 17 - e 11 42 - e 12 13 - e 12 16 - e 12 43 - e 13 14 = e 13 44 - e 14 15 - e 14 45 - e 15 16 - e 15 17 - e 15 46 - e 16 47 - e 16 48 - e 17 18 - e 17 49 - e 18 19 = e 20 21 : e 20 50 - e 21 22 - e 21 25 : e 22 23 - e 23 24 - e 23 51 - e 23 52 - e 24 53 - e 24 54 - e 24 55 - e 25 26 - e 26 27 - e 27 28 - e 27 56 - e 27 57 - e 28 29 : e 28 34 : e 29 30 : e 29 58 - e 30 31 : e 30 59 - e 31 32 : e 31 60 - e 32 33 - e 32 34 : e 33 61 - e 33 62 - e 33 63 - e 34 64 -
4.608,v 0 C v 1 C v 2 C v 3 N v 4 C v 5 O v 6 C v 7 C v 8 C v 9 N v 10 C v 11 C v 12 C v 13 C v 14 F v 15 C v 16 Cl v 17 C v 18 S v 19 C v 20 O v 21 O v 22 C v 23 C v 24 C v 25 C v 26 O v 27 C v 28 C v 29 C v 30 C v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 1 34 - e 1 35 - e 2 3 - e 2 22 - e 2 36 - e 3 4 - e 3 37 - e 4 5 = e 4 6 - e 6 7 - e 6 9 - e 6 38 - e 7 8 - e 7 39 - e 7 40 - e 8 41 - e 8 42 - e 8 43 - e 9 10 - e 9 18 - e 10 11 : e 10 17 : e 11 12 : e 11 44 - e 12 13 : e 12 45 - e 13 14 - e 13 15 : e 15 16 - e 15 17 : e 17 46 - e 18 19 - e 18 20 = e 18 21 = e 19 47 - e 19 48 - e 19 49 - e 22 23 : e 22 30 : e 23 24 : e 23 50 - e 24 25 : e 24 51 - e 25 26 - e 25 28 : e 26 27 - e 27 52 - e 27 53 - e 27 54 - e 28 29 - e 28 30 : e 29 55 - e 29 56 - e 29 57 - e 30 58 -
